6	4	47
6	4	47
6	2	47
5	5	47
3	8	48
6	6	48
2	5	48
5	7	48
8	7	48
6	6	49
3	2	49
4	7	49
8	7	49
6	8	49
3	7	50
4	6	50
4	5	50
4	2	50
8	4	50
6	4	51
8	6	51
7	2	51
5	3	51
4	7	51
8	5	52
7	7	52
3	8	52
3	3	52
3	7	52
5	2	53
6	3	53
2	4	53
5	2	53
5	7	53
3	5	54
5	5	54
4	7	54
7	6	54
4	4	54
6	7	55
4	3	55
3	7	55
8	6	55
6	4	55
3	8	56
3	8	56
2	8	56
2	7	56
7	5	56
7	4	57
2	7	57
7	5	57
5	7	57
8	7	57
3	3	58
7	5	58
3	7	58
7	4	58
3	7	58
5	5	59
3	5	59
3	4	59
6	8	59
4	8	59
7	7	60
5	2	60
2	8	60
8	4	60
7	4	60
3	3	61
7	7	61
2	2	61
7	6	61
3	3	61
3	6	62
4	2	62
2	3	62
4	8	62
8	4	62
4	4	63
6	4	63
6	5	63
3	8	63
7	8	63
5	7	64
3	5	64
6	2	64
4	3	64
2	6	64
3	5	65
6	3	65
8	7	65
8	6	65
6	3	65
5	8	66
3	3	66
7	6	66
7	4	66
5	2	66
3	8	67
4	7	67
6	7	67
6	5	67
6	8	67
4	6	68
5	6	68
5	7	68
8	6	68
6	4	68
5	8	69
7	6	69
3	4	69
4	2	69
2	7	69
2	8	70
4	5	70
2	4	70
3	7	70
8	3	70
6	3	71
6	7	71
2	3	71
5	7	71
5	8	71
4	2	72
2	8	72
4	2	72
6	3	72
2	7	72
8	2	73
3	3	73
3	4	73
6	2	73
8	8	73
2	4	74
5	6	74
6	6	74
2	6	74
6	5	74
4	2	75
5	4	75
3	7	75
4	7	75
8	6	75
3	4	76
2	3	76
5	3	76
5	2	76
5	2	76
5	7	77
2	3	77
8	7	77
7	6	77
8	2	77
2	3	78
4	8	78
8	4	78
4	3	78
6	2	78
7	7	79
2	3	79
2	7	79
4	7	79
6	6	79
5	7	80
4	3	80
5	6	80
5	7	80
2	8	80
5	8	81
5	6	81
3	2	81
4	7	81
3	8	81
8	2	82
5	4	82
8	7	82
2	2	82
8	4	82
3	5	83
8	7	83
4	7	83
8	3	83
8	3	83
2	7	84
8	5	84
3	5	84
8	8	84
7	5	84
7	8	85
3	8	85
7	5	85
6	6	85
7	2	85
3	2	86
5	2	86
7	4	86
3	3	86
7	7	86
6	3	87
2	2	87
8	2	87
3	3	87
6	8	87
5	8	88
6	2	88
2	4	88
8	7	88
7	3	88
6	3	89
5	7	89
6	8	89
8	6	89
5	8	89
5	5	90
5	8	90
5	6	90
8	8	90
4	4	90
6	5	91
2	8	91
5	4	91
8	2	91
4	8	91
7	3	92
2	4	92
8	8	92
3	3	92
4	7	92
6	5	93
7	5	93
3	5	93
4	5	93
5	5	93
8	7	94
3	3	94
5	7	94
2	4	94
2	7	94
2	6	95
7	7	95
8	5	95
6	4	95
4	5	95
3	8	96
6	4	96
7	8	96
5	3	96
5	7	96
8	6	97
8	6	97
2	8	97
3	8	97
5	2	97
4	7	98
8	3	98
5	8	98
4	4	98
4	5	98
7	6	99
3	6	99
3	7	99
7	4	99
3	6	99
4	3	100
2	4	100
3	6	100
3	8	100
7	3	100
8	5	101
3	6	101
5	4	101
6	6	101
5	8	101
6	6	102
3	3	102
3	7	102
7	3	102
4	7	102
6	8	103
5	4	103
3	4	103
6	6	103
4	7	103
3	3	104
6	4	104
7	2	104
4	6	104
4	6	104
7	7	105
3	6	105
8	7	105
4	2	105
2	5	105
2	7	106
4	4	106
5	8	106
7	5	106
5	6	106
3	5	107
2	6	107
5	3	107
8	5	107
4	6	107
2	5	108
7	2	108
8	4	108
4	3	108
5	2	108
3	4	109
3	8	109
2	6	109
5	3	109
8	4	109
6	5	110
8	2	110
6	6	110
4	2	110
6	3	110
5	6	111
8	4	111
3	3	111
8	8	111
7	4	111
6	4	112
6	4	112
4	6	112
7	6	112
6	5	112
8	2	113
5	8	113
4	3	113
6	6	113
3	5	113
3	6	114
5	8	114
4	4	114
4	6	114
8	2	114
8	7	115
6	2	115
3	5	115
5	5	115
2	3	115
7	3	116
5	2	116
5	7	116
7	5	116
8	6	116
5	3	117
6	4	117
7	8	117
5	3	117
3	7	117
6	4	118
7	5	118
2	3	118
2	3	118
8	8	118
5	7	119
8	8	119
4	6	119
2	6	119
3	4	119
5	8	120
7	5	120
6	3	120
7	5	120
5	7	120
4	5	121
6	3	121
3	3	121
5	4	121
6	7	121
8	2	122
7	7	122
2	8	122
5	6	122
7	4	122
3	4	123
8	7	123
3	3	123
8	4	123
6	4	123
4	4	124
6	6	124
5	2	124
8	8	124
4	2	124
8	8	125
5	8	125
2	2	125
2	8	125
6	2	125
6	6	126
7	7	126
2	6	126
5	3	126
6	8	126
7	4	127
6	7	127
5	3	127
6	7	127
6	8	127
6	7	128
8	7	128
5	4	128
6	5	128
6	5	128
8	6	129
4	2	129
8	3	129
8	8	129
2	5	129
8	4	130
8	7	130
4	7	130
8	6	130
5	4	130
6	6	131
7	5	131
8	5	131
2	4	131
3	2	131
3	3	132
8	5	132
3	3	132
6	7	132
6	3	132
4	2	133
7	8	133
2	3	133
8	4	133
4	4	133
2	5	134
5	7	134
8	8	134
8	6	134
4	4	134
3	6	135
7	6	135
4	4	135
8	2	135
2	6	135
3	4	136
7	2	136
2	3	136
3	2	136
4	3	136
4	6	137
4	6	137
3	8	137
2	2	137
2	7	137
7	8	138
7	6	138
4	3	138
4	4	138
4	2	138
6	6	139
6	7	139
3	2	139
8	7	139
8	2	139
4	4	140
2	6	140
4	4	140
7	4	140
6	6	140
3	3	141
8	6	141
7	7	141
6	3	141
5	2	141
3	4	142
3	7	142
5	7	142
2	2	142
8	2	142
8	7	143
4	8	143
5	4	143
8	6	143
2	7	143
3	6	144
3	2	144
4	8	144
6	4	144
7	2	144
4	4	145
5	2	145
6	4	145
6	6	145
6	4	145
2	4	146
7	4	146
4	3	146
8	5	146
3	5	146
8	4	147
7	7	147
3	5	147
4	8	147
6	4	147
7	3	148
4	8	148
8	4	148
4	4	148
7	4	148
6	6	149
6	2	149
5	8	149
3	2	149
7	4	149
4	8	150
7	7	150
2	2	150
5	6	150
5	3	150
7	2	151
8	4	151
8	8	151
2	3	151
7	4	151
7	6	152
4	7	152
7	5	152
2	2	152
7	6	152
6	4	153
5	7	153
2	2	153
4	3	153
7	6	153
7	5	154
8	2	154
3	4	154
2	4	154
2	8	154
5	5	155
5	6	155
3	5	155
7	3	155
6	8	155
2	2	156
4	5	156
4	5	156
7	3	156
7	2	156
8	6	157
8	4	157
2	5	157
7	6	157
3	7	157
7	5	158
3	7	158
8	2	158
2	3	158
6	6	158
7	4	159
6	6	159
4	3	159
4	6	159
3	5	159
8	7	160
8	5	160
2	7	160
7	3	160
2	6	160
6	8	161
3	5	161
6	2	161
3	2	161
8	5	161
5	5	162
5	6	162
7	7	162
4	6	162
5	2	162
8	6	163
4	2	163
7	3	163
7	5	163
4	4	163
2	3	164
5	6	164
5	6	164
6	8	164
2	6	164
8	7	165
7	6	165
2	8	165
2	2	165
2	6	165
6	7	166
2	4	166
8	6	166
4	6	166
8	7	166
3	6	167
7	2	167
7	5	167
4	4	167
3	5	167
4	6	168
5	2	168
8	6	168
7	5	168
8	7	168
2	6	169
3	4	169
6	8	169
5	6	169
2	3	169
3	3	170
8	3	170
8	2	170
7	5	170
3	7	170
4	4	171
4	3	171
3	5	171
2	2	171
4	7	171
2	7	172
2	8	172
6	7	172
5	3	172
8	5	172
2	7	173
3	3	173
4	4	173
8	3	173
2	4	173
7	7	174
3	5	174
3	8	174
5	6	174
7	5	174
2	7	175
6	2	175
8	7	175
5	2	175
2	7	175
5	2	176
6	3	176
8	3	176
6	7	176
5	5	176
3	5	177
5	6	177
4	2	177
2	3	177
7	8	177
6	3	178
8	7	178
4	2	178
5	5	178
4	3	178
8	2	179
8	8	179
6	6	179
8	8	179
3	3	179
7	2	180
7	8	180
4	3	180
4	4	180
2	8	180
6	2	181
8	8	181
7	6	181
2	5	181
8	7	181
2	8	182
5	3	182
2	6	182
6	2	182
2	4	182
6	8	183
7	4	183
4	7	183
5	2	183
5	4	183
2	3	184
4	3	184
6	2	184
4	5	184
7	7	184
3	2	185
6	2	185
6	6	185
8	4	185
4	5	185
7	2	186
4	4	186
6	2	186
2	6	186
8	4	186
8	5	187
5	6	187
7	7	187
3	7	187
3	6	187
5	5	188
3	7	188
6	2	188
8	2	188
8	3	188
7	6	189
2	4	189
8	2	189
2	3	189
2	8	189
4	2	190
6	3	190
7	2	190
7	3	190
2	7	190
3	3	191
4	4	191
2	5	191
6	3	191
2	4	191
2	7	192
8	5	192
6	7	192
7	3	192
5	7	192
3	2	193
2	6	193
4	6	193
2	4	193
5	5	193
4	3	194
5	8	194
8	4	194
6	4	194
8	2	194
8	8	195
4	7	195
6	2	195
6	6	195
2	6	195
5	7	196
2	6	196
4	2	196
3	3	196
3	6	196
7	8	197
5	8	197
4	7	197
6	5	197
8	5	197
2	8	198
4	7	198
8	8	198
2	8	198
7	6	198
7	2	199
6	5	199
5	2	199
2	3	199
2	6	199
6	7	200
4	3	200
2	5	200
3	8	200
2	8	200
6	4	201
4	8	201
6	7	201
6	5	201
3	6	201
5	5	202
2	7	202
8	4	202
7	7	202
6	5	202
6	2	203
3	6	203
6	3	203
4	7	203
3	7	203
3	2	204
7	2	204
5	7	204
8	4	204
5	5	204
6	5	205
4	5	205
6	8	205
7	4	205
5	6	205
5	8	206
5	8	206
8	3	206
3	4	206
6	6	206
4	8	207
4	3	207
7	6	207
8	6	207
8	8	207
3	5	208
5	5	208
3	7	208
5	6	208
7	8	208
4	3	209
3	3	209
3	5	209
2	8	209
2	8	209
8	6	210
4	2	210
8	8	210
5	6	210
3	7	210
7	3	211
5	5	211
7	4	211
7	6	211
7	3	211
2	2	212
3	3	212
8	4	212
3	2	212
4	3	212
4	3	213
4	7	213
5	8	213
5	6	213
6	3	213
3	4	214
8	8	214
2	3	214
5	4	214
6	3	214
8	3	215
5	8	215
5	2	215
4	5	215
3	2	215
6	5	216
2	8	216
7	2	216
6	3	216
4	3	216
4	6	217
8	2	217
5	6	217
4	5	217
7	4	217
5	8	218
4	7	218
3	2	218
7	7	218
7	6	218
6	3	219
6	3	219
8	8	219
8	2	219
6	7	219
5	2	220
8	2	220
7	4	220
4	3	220
3	7	220
5	8	221
5	3	221
4	5	221
4	7	221
8	3	221
3	3	222
7	5	222
8	2	222
5	5	222
4	4	222
3	3	223
2	3	223
5	6	223
5	2	223
4	6	223
5	5	224
4	7	224
6	4	224
4	8	224
2	2	224
6	4	225
2	7	225
5	8	225
4	7	225
7	8	225
8	6	226
6	3	226
8	6	226
3	2	226
6	6	226
8	2	227
3	6	227
7	5	227
6	8	227
5	5	227
5	5	228
2	2	228
2	8	228
5	5	228
5	5	228
5	4	229
3	2	229
6	4	229
6	6	229
4	6	229
2	7	230
3	6	230
5	8	230
6	3	230
4	7	230
3	8	231
7	4	231
6	5	231
7	8	231
4	5	231
2	2	232
8	4	232
7	2	232
6	3	232
2	4	232
3	2	233
7	6	233
8	6	233
8	2	233
5	8	233
8	4	234
6	4	234
6	3	234
2	2	234
2	6	234
6	7	235
2	5	235
6	3	235
8	3	235
4	6	235
8	4	236
4	7	236
3	8	236
4	6	236
4	5	236
2	3	237
7	2	237
4	6	237
5	2	237
8	8	237
6	3	238
2	5	238
5	2	238
2	5	238
6	7	238
3	3	239
3	8	239
7	3	239
2	5	239
6	7	239
5	3	240
5	6	240
3	8	240
7	5	240
7	2	240
6	5	241
6	8	241
4	5	241
3	8	241
2	3	241
2	6	242
2	8	242
4	8	242
6	4	242
6	4	242
3	2	243
4	7	243
6	3	243
6	5	243
4	5	243
8	6	244
4	5	244
6	6	244
5	6	244
2	4	244
4	7	245
8	7	245
5	5	245
6	7	245
7	3	245
7	2	246
4	5	246
7	8	246
4	6	246
6	3	246
7	5	247
8	6	247
5	6	247
3	8	247
2	6	247
7	2	248
5	3	248
3	7	248
6	6	248
3	3	248
2	3	249
5	3	249
8	5	249
7	6	249
7	2	249
8	2	250
6	4	250
2	7	250
2	5	250
5	4	250
7	4	251
6	5	251
5	6	251
4	8	251
5	5	251
8	3	252
3	5	252
2	6	252
5	6	252
2	5	252
8	6	253
3	7	253
5	5	253
2	5	253
2	6	253
4	4	254
3	5	254
5	4	254
4	2	254
2	5	254
8	3	255
2	5	255
8	4	255
4	8	255
2	8	255
3	5	256
3	7	256
5	6	256
4	3	256
2	6	256
3	8	257
4	2	257
4	8	257
5	5	257
8	2	257
4	8	258
6	5	258
6	4	258
3	3	258
4	5	258
5	8	259
2	7	259
4	2	259
7	7	259
8	2	259
2	7	260
5	8	260
4	6	260
2	8	260
6	7	260
5	7	261
4	4	261
2	4	261
3	4	261
4	5	261
6	4	262
4	6	262
6	6	262
8	8	262
4	7	262
2	4	263
8	5	263
3	3	263
2	4	263
8	4	263
2	8	264
4	4	264
3	7	264
3	3	264
5	8	264
7	5	265
4	6	265
6	3	265
5	3	265
5	3	265
4	5	266
2	5	266
7	7	266
7	6	266
7	3	266
6	6	267
8	8	267
5	5	267
8	3	267
8	5	267
2	7	268
7	8	268
8	8	268
4	7	268
4	7	268
4	7	269
8	4	269
7	3	269
2	2	269
3	4	269
3	3	270
2	8	270
8	2	270
2	3	270
3	7	270
4	4	271
6	6	271
2	2	271
7	7	271
4	5	271
5	7	272
6	6	272
8	2	272
5	8	272
5	5	272
2	8	273
4	3	273
8	5	273
3	2	273
5	4	273
5	2	274
5	4	274
8	7	274
6	6	274
6	5	274
6	5	275
7	2	275
4	4	275
3	8	275
7	5	275
8	8	276
5	6	276
2	4	276
3	6	276
6	5	276
5	3	277
3	8	277
2	4	277
3	7	277
4	2	277
4	3	278
5	6	278
7	6	278
6	6	278
7	7	278
7	6	279
6	5	279
6	8	279
8	8	279
5	8	279
2	3	280
8	2	280
5	6	280
6	7	280
2	6	280
3	7	281
7	8	281
3	3	281
6	4	281
7	5	281
6	8	282
7	6	282
5	5	282
8	5	282
5	4	282
7	4	283
5	4	283
6	2	283
7	7	283
4	2	283
4	8	284
6	7	284
4	7	284
3	7	284
2	5	284
2	8	285
3	5	285
8	4	285
2	5	285
4	8	285
3	5	286
6	8	286
5	3	286
8	2	286
8	7	286
6	5	287
7	8	287
8	8	287
6	4	287
5	5	287
2	5	288
2	2	288
5	3	288
2	2	288
5	6	288
4	5	289
8	6	289
5	6	289
2	6	289
7	3	289
5	2	290
4	4	290
6	2	290
8	5	290
7	7	290
6	3	291
7	6	291
3	2	291
7	6	291
6	2	291
7	7	292
8	5	292
4	5	292
8	8	292
2	5	292
4	3	293
8	3	293
5	5	293
5	2	293
5	2	293
2	7	294
2	8	294
6	4	294
3	5	294
2	4	294
8	6	295
6	6	295
3	3	295
5	2	295
7	5	295
8	2	296
6	5	296
2	4	296
2	4	296
5	8	296
3	5	297
5	5	297
5	5	297
4	7	297
6	5	297
3	6	298
6	6	298
5	5	298
3	7	298
3	8	298
4	7	299
8	6	299
7	5	299
7	6	299
4	2	299
5	7	300
8	3	300
2	3	300
8	8	300
3	7	300
3	8	301
4	6	301
7	4	301
5	6	301
3	8	301
2	3	302
4	7	302
3	2	302
8	7	302
7	6	302
5	5	303
4	6	303
8	3	303
6	5	303
5	6	303
2	3	304
2	4	304
3	2	304
4	7	304
3	5	304
3	5	305
5	7	305
4	4	305
4	5	305
4	5	305
3	4	306
4	8	306
2	6	306
3	6	306
4	6	306
5	5	307
6	2	307
2	2	307
7	2	307
7	5	307
5	6	308
7	6	308
5	2	308
6	8	308
6	7	308
4	3	309
3	4	309
6	5	309
2	5	309
3	6	309
7	2	310
8	6	310
6	7	310
4	7	310
7	8	310
7	8	311
3	3	311
8	5	311
3	7	311
5	5	311
7	3	312
3	7	312
5	7	312
8	3	312
6	7	312
8	3	313
7	7	313
8	7	313
8	7	313
8	6	313
3	3	314
6	8	314
4	4	314
7	7	314
3	5	314
8	6	315
5	3	315
2	4	315
8	6	315
7	3	315
6	4	316
5	5	316
5	6	316
7	6	316
6	3	316
7	7	317
8	6	317
7	8	317
6	8	317
3	3	317
4	5	318
6	6	318
7	7	318
4	5	318
7	6	318
8	2	319
4	3	319
5	7	319
3	6	319
6	6	319
2	3	320
5	4	320
2	7	320
5	5	320
3	2	320
5	3	321
4	5	321
3	5	321
4	4	321
5	5	321
2	8	322
7	7	322
4	8	322
3	2	322
6	4	322
4	6	323
2	2	323
7	8	323
2	5	323
4	3	323
7	4	324
2	7	324
2	7	324
7	3	324
4	2	324
7	8	325
7	3	325
8	4	325
3	8	325
6	2	325
3	3	326
3	4	326
3	8	326
8	2	326
5	4	326
4	2	327
4	3	327
2	2	327
7	5	327
6	2	327
4	4	328
4	7	328
6	8	328
7	3	328
4	6	328
4	8	329
5	4	329
8	6	329
3	2	329
5	8	329
7	8	330
8	6	330
5	8	330
4	3	330
3	7	330
3	2	331
3	7	331
5	8	331
3	2	331
4	4	331
2	8	332
8	8	332
6	2	332
7	7	332
5	2	332
5	5	333
4	4	333
6	5	333
5	2	333
6	8	333
3	8	334
3	5	334
6	8	334
8	4	334
2	6	334
2	4	335
4	8	335
6	8	335
3	3	335
5	6	335
8	5	336
6	3	336
3	5	336
6	8	336
8	3	336
3	3	337
3	8	337
6	5	337
8	4	337
6	3	337
6	3	338
7	8	338
3	7	338
6	4	338
8	3	338
4	8	339
4	7	339
8	6	339
8	7	339
5	5	339
8	4	340
8	4	340
2	8	340
2	6	340
5	3	340
6	4	341
8	8	341
6	6	341
2	6	341
5	6	341
4	5	342
8	7	342
6	2	342
2	8	342
6	5	342
3	3	343
3	7	343
5	6	343
2	5	343
8	3	343
3	5	344
8	8	344
7	8	344
7	6	344
3	5	344
5	6	345
7	3	345
7	6	345
4	6	345
2	4	345
4	4	346
6	3	346
4	3	346
4	5	346
7	8	346
6	3	347
5	5	347
3	4	347
7	6	347
8	4	347
3	3	348
4	7	348
5	2	348
5	6	348
6	6	348
3	8	349
7	5	349
8	3	349
5	6	349
6	2	349
8	4	350
6	4	350
5	6	350
7	8	350
8	2	350
4	3	351
2	6	351
8	7	351
2	4	351
4	3	351
2	3	352
3	7	352
4	7	352
7	6	352
4	7	352
5	3	353
4	8	353
2	8	353
3	6	353
2	2	353
2	2	354
7	2	354
3	6	354
2	6	354
8	2	354
8	2	355
7	5	355
4	3	355
3	5	355
3	6	355
7	8	356
7	6	356
2	6	356
2	2	356
2	7	356
5	5	357
6	3	357
6	8	357
3	6	357
3	2	357
4	6	358
7	4	358
8	5	358
8	5	358
8	8	358
5	6	359
7	5	359
2	4	359
4	3	359
7	4	359
4	4	360
7	7	360
4	8	360
4	2	360
8	4	360
7	8	361
5	3	361
8	7	361
3	3	361
5	8	361
2	6	362
3	8	362
2	3	362
4	3	362
5	6	362
4	2	363
2	6	363
5	7	363
2	3	363
6	4	363
8	5	364
3	2	364
2	3	364
8	7	364
7	7	364
5	2	365
8	4	365
5	6	365
4	5	365
2	3	365
5	8	366
8	3	366
5	3	366
6	8	366
4	5	366
2	8	367
8	6	367
2	3	367
6	6	367
4	6	367
3	3	368
6	4	368
3	7	368
8	7	368
7	8	368
7	2	369
7	6	369
2	6	369
4	8	369
7	4	369
2	3	370
3	4	370
2	4	370
3	4	370
8	3	370
2	7	371
4	6	371
7	5	371
7	3	371
8	2	371
8	4	372
5	8	372
8	4	372
8	6	372
2	8	372
3	2	373
8	7	373
8	5	373
2	6	373
8	3	373
4	4	374
2	2	374
6	8	374
2	3	374
3	8	374
6	4	375
3	4	375
4	8	375
4	8	375
3	4	375
6	8	376
8	5	376
8	6	376
5	5	376
4	6	376
5	3	377
7	8	377
2	5	377
6	5	377
3	3	377
8	3	378
8	6	378
8	3	378
5	7	378
5	4	378
7	3	379
2	5	379
3	8	379
4	4	379
2	2	379
3	6	380
2	4	380
7	6	380
5	5	380
3	6	380
3	2	381
5	6	381
2	4	381
3	2	381
2	3	381
7	7	382
7	6	382
3	8	382
4	8	382
7	2	382
8	8	383
8	4	383
3	4	383
8	6	383
3	4	383
2	7	384
6	4	384
3	7	384
7	6	384
4	3	384
8	4	385
7	7	385
6	7	385
7	2	385
7	8	385
7	7	386
3	8	386
8	6	386
8	4	386
2	7	386
8	7	387
5	6	387
3	7	387
7	3	387
8	3	387
4	7	388
3	7	388
7	2	388
3	6	388
2	4	388
4	6	389
5	2	389
3	3	389
7	2	389
3	3	389
7	8	390
7	4	390
2	8	390
3	6	390
5	6	390
2	2	391
5	6	391
3	2	391
7	7	391
7	7	391
2	7	392
4	5	392
3	2	392
3	7	392
5	8	392
2	5	393
7	2	393
3	4	393
4	2	393
7	6	393
4	8	394
3	3	394
3	5	394
8	8	394
4	6	394
8	6	395
2	7	395
6	6	395
2	8	395
7	5	395
3	7	396
3	4	396
3	8	396
7	2	396
4	5	396
5	6	397
6	3	397
2	7	397
2	3	397
8	8	397
8	4	398
5	6	398
8	4	398
4	3	398
3	6	398
8	4	399
2	7	399
6	7	399
3	8	399
5	2	399
7	4	400
5	6	400
2	3	400
7	5	400
8	2	400
2	7	401
6	4	401
5	2	401
3	4	401
2	3	401
2	4	402
8	8	402
2	7	402
4	8	402
8	2	402
8	6	403
7	5	403
5	5	403
6	5	403
7	6	403
6	4	404
4	8	404
7	4	404
3	5	404
7	8	404
5	2	405
8	7	405
4	4	405
5	6	405
3	8	405
6	3	406
3	5	406
8	7	406
3	8	406
7	4	406
4	4	407
8	5	407
4	4	407
3	2	407
4	7	407
8	8	408
7	4	408
5	5	408
4	4	408
5	7	408
4	6	409
3	4	409
7	3	409
3	6	409
6	2	409
8	8	410
6	2	410
4	3	410
6	5	410
4	7	410
7	3	411
8	5	411
7	3	411
7	7	411
2	8	411
2	8	412
4	3	412
7	4	412
8	3	412
6	7	412
3	3	413
5	3	413
4	5	413
7	4	413
7	7	413
8	7	414
7	7	414
3	3	414
4	7	414
2	8	414
8	4	415
3	2	415
4	6	415
7	3	415
8	4	415
4	7	416
3	3	416
3	5	416
8	6	416
5	3	416
6	4	417
8	6	417
2	2	417
2	3	417
6	5	417
6	8	418
6	4	418
4	2	418
6	6	418
6	5	418
6	7	419
3	6	419
7	8	419
6	5	419
2	2	419
4	2	420
2	3	420
7	8	420
3	8	420
7	8	420
2	6	421
4	7	421
6	6	421
6	8	421
8	4	421
3	5	422
7	5	422
8	6	422
2	4	422
2	3	422
4	2	423
6	8	423
8	4	423
7	3	423
4	6	423
7	2	424
3	6	424
2	2	424
2	5	424
3	2	424
5	5	425
8	8	425
4	7	425
6	6	425
2	4	425
7	7	426
8	8	426
7	6	426
5	6	426
5	2	426
4	7	427
6	6	427
2	5	427
2	8	427
4	2	427
5	5	428
3	7	428
7	6	428
5	6	428
3	7	428
2	5	429
2	3	429
8	5	429
2	8	429
5	2	429
5	7	430
3	4	430
7	3	430
4	8	430
6	7	430
4	5	431
6	3	431
7	4	431
3	7	431
3	3	431
4	3	432
5	8	432
5	5	432
8	8	432
4	3	432
8	6	433
7	4	433
4	6	433
6	8	433
4	5	433
7	8	434
8	6	434
2	6	434
8	8	434
2	4	434
2	8	435
5	3	435
2	2	435
5	2	435
3	4	435
7	4	436
5	5	436
3	2	436
2	2	436
3	8	436
2	6	437
3	5	437
7	3	437
2	8	437
8	4	437
4	8	438
4	6	438
3	7	438
2	6	438
7	5	438
4	7	439
2	4	439
8	2	439
5	3	439
7	6	439
5	2	440
2	3	440
4	2	440
2	7	440
4	6	440
5	5	441
5	3	441
5	5	441
7	5	441
6	4	441
4	4	442
2	3	442
6	2	442
5	3	442
2	5	442
3	5	443
2	3	443
4	8	443
4	3	443
7	8	443
6	8	444
8	8	444
2	6	444
6	8	444
8	6	444
4	7	445
3	2	445
8	5	445
4	6	445
5	4	445
2	7	446
6	6	446
7	6	446
2	7	446
7	3	446
4	5	447
6	7	447
6	8	447
4	2	447
8	5	447
3	4	448
6	3	448
8	6	448
5	4	448
3	5	448
3	7	449
7	6	449
5	4	449
8	8	449
2	7	449
6	3	450
7	5	450
8	3	450
8	4	450
6	6	450
3	2	451
4	2	451
7	5	451
4	6	451
2	7	451
8	4	452
6	7	452
2	2	452
6	2	452
8	6	452
5	2	453
8	5	453
4	7	453
7	8	453
8	5	453
8	2	454
3	5	454
2	6	454
2	5	454
6	4	454
4	5	455
3	2	455
8	7	455
7	2	455
6	8	455
2	5	456
7	2	456
3	4	456
2	3	456
4	2	456
7	2	457
2	2	457
8	5	457
3	8	457
2	3	457
3	8	458
2	7	458
3	8	458
8	4	458
6	6	458
4	3	459
3	6	459
5	5	459
5	5	459
3	3	459
7	6	460
2	2	460
8	7	460
2	7	460
4	7	460
2	7	461
7	5	461
4	6	461
3	2	461
8	6	461
5	3	462
3	5	462
2	6	462
4	8	462
3	4	462
3	5	463
7	7	463
4	7	463
5	3	463
7	8	463
3	7	464
4	2	464
3	3	464
5	3	464
3	5	464
3	4	465
5	2	465
5	7	465
3	8	465
6	2	465
6	7	466
7	4	466
5	3	466
3	7	466
2	7	466
2	3	467
6	5	467
7	5	467
